,loss_train_set,loss_valid_set,loss_test_set,ETopn_train,ERank_train,ETopn_valid,ERank_valid,ETopn_test,ERank_test
0,0.10390126544010066,0.28747353842207324,0.10132333696764544,0.3814102564102564,1.0,0.2604166666666667,1.0,0.8,0.4916666666666667
1,0.1008642484342518,0.2852670854988928,0.10093725858397858,0.3108974358974359,0.9230769230769231,0.2604166666666667,1.0,0.8,0.4916666666666667
2,0.0982942886886841,0.2832443560938208,0.10077052639711533,0.3429487179487179,0.9230769230769231,0.4479166666666667,1.0,1.0,0.6833333333333332
3,0.09609576755765357,0.2814463787440664,0.10072040453004465,0.2884615384615385,0.9230769230769231,0.4479166666666667,1.0,1.0,0.6833333333333332
4,0.09417779596156053,0.2798824247078005,0.1006933150209746,0.25961538461538464,1.0,0.4479166666666667,1.0,1.0,0.6
5,0.09245925997966144,0.2785591139410507,0.1006198986518138,0.2692307692307692,1.0,0.4479166666666667,1.0,1.0,0.3416666666666666
6,0.0908752493943368,0.27748110065084175,0.10045819850600386,0.266025641025641,1.0,0.4479166666666667,1.0,1.0,0.35000000000000003
7,0.0893789877924164,0.2766495236992106,0.10019286140736654,0.266025641025641,1.0,0.3854166666666667,1.0,1.0,0.35000000000000003
8,0.087939909979663,0.27605959736978847,0.09983078763470096,0.2532051282051282,1.0,0.3854166666666667,1.0,1.0,0.35000000000000003
9,0.08653986392014675,0.2756982514740242,0.09939459271597637,0.2532051282051282,1.0,0.3854166666666667,1.0,1.0,0.35000000000000003
10,0.08516912385540946,0.27554217174440626,0.09891493474046756,0.21153846153846154,1.0,0.3854166666666667,1.0,1.0,0.35000000000000003
11,0.08382300175503946,0.27555762858321176,0.09842384546559155,0.22435897435897437,1.0,0.3854166666666667,1.0,1.0,0.39999999999999997
12,0.08249930533470094,0.2757020301448855,0.09794985698310754,0.22435897435897437,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
13,0.08119666398539419,0.2759280022180499,0.09751501588374845,0.2724358974358974,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
14,0.07991333074803154,0.27618829234316994,0.09713348542769447,0.266025641025641,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
15,0.07864699253078894,0.2764411929041065,0.09681130632788493,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
16,0.0773948692975204,0.2766546136458585,0.09654756845098325,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
17,0.07615438038863388,0.27680882256295347,0.09633617762796905,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
18,0.07492347968630789,0.2768965094501633,0.0961680907873766,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
19,0.07370100172335706,0.27692147442997517,0.096033298439036,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
20,0.07248642321950308,0.27689561615699687,0.09592226449988947,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
21,0.07127977707208687,0.276835032500952,0.09582673805412105,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
22,0.07008120952261873,0.27675668514541246,0.0957400816648678,0.25641025641025644,1.0,0.3854166666666667,1.0,0.8,0.2833333333333333
