CO_Embed2_Dist_tau_d_expfit_meandiff_min,CO_Embed2_Dist_tau_d_expfit_meandiff_q25,CO_Embed2_Dist_tau_d_expfit_meandiff_mean,CO_Embed2_Dist_tau_d_expfit_meandiff_q75,CO_Embed2_Dist_tau_d_expfit_meandiff_max,CO_FirstMin_ac_min,CO_FirstMin_ac_q25,CO_FirstMin_ac_mean,CO_FirstMin_ac_q75,CO_FirstMin_ac_max,CO_HistogramAMI_even_2_5_min,CO_HistogramAMI_even_2_5_q25,CO_HistogramAMI_even_2_5_mean,CO_HistogramAMI_even_2_5_q75,CO_HistogramAMI_even_2_5_max,CO_f1ecac_min,CO_f1ecac_q25,CO_f1ecac_mean,CO_f1ecac_q75,CO_f1ecac_max,CO_trev_1_num_min,CO_trev_1_num_q25,CO_trev_1_num_mean,CO_trev_1_num_q75,CO_trev_1_num_max,DN_HistogramMode_10_min,DN_HistogramMode_10_q25,DN_HistogramMode_10_mean,DN_HistogramMode_10_q75,DN_HistogramMode_10_max,DN_HistogramMode_5_min,DN_HistogramMode_5_q25,DN_HistogramMode_5_mean,DN_HistogramMode_5_q75,DN_HistogramMode_5_max,DN_OutlierInclude_n_001_mdrmd_min,DN_OutlierInclude_n_001_mdrmd_q25,DN_OutlierInclude_n_001_mdrmd_mean,DN_OutlierInclude_n_001_mdrmd_q75,DN_OutlierInclude_n_001_mdrmd_max,DN_OutlierInclude_p_001_mdrmd_min,DN_OutlierInclude_p_001_mdrmd_q25,DN_OutlierInclude_p_001_mdrmd_mean,DN_OutlierInclude_p_001_mdrmd_q75,DN_OutlierInclude_p_001_mdrmd_max,FC_LocalSimple_mean1_tauresrat_min,FC_LocalSimple_mean1_tauresrat_q25,FC_LocalSimple_mean1_tauresrat_mean,FC_LocalSimple_mean1_tauresrat_q75,FC_LocalSimple_mean1_tauresrat_max,FC_LocalSimple_mean3_stderr_min,FC_LocalSimple_mean3_stderr_q25,FC_LocalSimple_mean3_stderr_mean,FC_LocalSimple_mean3_stderr_q75,FC_LocalSimple_mean3_stderr_max,IN_AutoMutualInfoStats_40_gaussian_fmmi_min,IN_AutoMutualInfoStats_40_gaussian_fmmi_q25,IN_AutoMutualInfoStats_40_gaussian_fmmi_mean,IN_AutoMutualInfoStats_40_gaussian_fmmi_q75,IN_AutoMutualInfoStats_40_gaussian_fmmi_max,MD_hrv_classic_pnn40_min,MD_hrv_classic_pnn40_q25,MD_hrv_classic_pnn40_mean,MD_hrv_classic_pnn40_q75,MD_hrv_classic_pnn40_max,PD_PeriodicityWang_th0_01_min,PD_PeriodicityWang_th0_01_q25,PD_PeriodicityWang_th0_01_mean,PD_PeriodicityWang_th0_01_q75,PD_PeriodicityWang_th0_01_max,SB_BinaryStats_diff_longstretch0_min,SB_BinaryStats_diff_longstretch0_q25,SB_BinaryStats_diff_longstretch0_mean,SB_BinaryStats_diff_longstretch0_q75,SB_BinaryStats_diff_longstretch0_max,SB_BinaryStats_mean_longstretch1_min,SB_BinaryStats_mean_longstretch1_q25,SB_BinaryStats_mean_longstretch1_mean,SB_BinaryStats_mean_longstretch1_q75,SB_BinaryStats_mean_longstretch1_max,SB_MotifThree_quantile_hh_min,SB_MotifThree_quantile_hh_q25,SB_MotifThree_quantile_hh_mean,SB_MotifThree_quantile_hh_q75,SB_MotifThree_quantile_hh_max,SB_TransitionMatrix_3ac_sumdiagcov_min,SB_TransitionMatrix_3ac_sumdiagcov_q25,SB_TransitionMatrix_3ac_sumdiagcov_mean,SB_TransitionMatrix_3ac_sumdiagcov_q75,SB_TransitionMatrix_3ac_sumdiagcov_max,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_min,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_q25,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_mean,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_q75,SC_FluctAnal_2_dfa_50_1_2_logi_prop_r1_max,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_min,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_q25,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_mean,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_q75,SC_FluctAnal_2_rsrangefit_50_1_logi_prop_r1_max,SP_Summaries_welch_rect_area_5_1_min,SP_Summaries_welch_rect_area_5_1_q25,SP_Summaries_welch_rect_area_5_1_mean,SP_Summaries_welch_rect_area_5_1_q75,SP_Summaries_welch_rect_area_5_1_max,SP_Summaries_welch_rect_centroid_min,SP_Summaries_welch_rect_centroid_q25,SP_Summaries_welch_rect_centroid_mean,SP_Summaries_welch_rect_centroid_q75,SP_Summaries_welch_rect_centroid_max,Dataset
0.09945534356003723,0.10814619195276634,0.11683704034549544,0.12552788873822457,0.13421873713095367,2,7.25,12.5,17.75,23,0.04681492431629605,0.06152382650592775,0.07623272869555944,0.09094163088519114,0.10565053307482282,7.492968542663189,7.664743597336441,7.836518652009692,8.008293706682945,8.180068761356196,-0.04578688717110636,-0.002497747941999681,0.040791391287106994,0.08408053051621367,0.12736966974532035,-0.23897348951833847,-0.19706360657522318,-0.15515372363210786,-0.11324384068899256,-0.07133395774587725,0.14923807766052566,0.21853283531705303,0.2878275929735804,0.3571223506301078,0.4264171082866351,-0.02182539682539686,-0.00719246031746032,0.0074404761904762196,0.02207341269841276,0.0367063492063493,0.011904761904761862,0.022321428571428548,0.03273809523809523,0.04315476190476192,0.0535714285714286,0.07142857142857142,0.0728021978021978,0.07417582417582418,0.07554945054945056,0.07692307692307693,0.7026086685439569,0.7067662621109357,0.7109238556779145,0.7150814492448934,0.7192390428118722,1,3.75,6.5,9.25,12,0.5004965243296922,0.5297914597815293,0.5590863952333665,0.5883813306852036,0.6176762661370407,44,44.25,44.5,44.75,45,5,5.25,5.5,5.75,6,20,20.25,20.5,20.75,21,1.57223718572955,1.6294277901379035,1.6866183945462572,1.7438089989546106,1.800999603362964,0.00945579580771011,0.010985139710114398,0.012514483612518685,0.014043827514922972,0.01557317141732726,0.3125,0.3125,0.3125,0.3125,0.3125,0.3958333333333333,0.4010416666666667,0.40625,0.4114583333333333,0.4166666666666667,0.7414509027801222,0.7430319540984204,0.7446130054167186,0.7461940567350168,0.747775108053315,0.14112623248548828,0.14112623248548828,0.14112623248548828,0.14112623248548828,0.14112623248548828,CalIt2_traffic_val.csv
0,0.3240774440838379,12.789681072640999,11.177694792479041,84.85507027839685,2,77,2779.235294117647,1641,17639,1.3184903522927616e-6,0.964130359891615,1.0856281877559324,1.4675508897304474,1.6027051286382974,1.6337427336171766,89.55357150089453,1015.2721193726545,1120.8373015172172,5446.816405894146,-9.840035799324816e-7,-2.6608730788109006e-12,0.018921211318037236,1.1115958437143869e-4,0.2923974676621428,-1.4831675835315608,-0.7827102058761519,-0.23608250126718966,0.40931168636416315,0.8624509361118502,-1.3107772264484647,-0.7824121203854628,-0.17180494554494788,0.5966861257064272,0.9178997658424972,-0.024760000000000004,0.036679999999999935,0.21009999999999998,0.48750000000000004,0.7294,-0.76824,-0.25512,-0.2013141176470588,-0.02976000000000001,0.03958000000000006,3.114294612270321e-4,0.003552397868561279,0.25635564963609425,0.24655436447166923,1.382039835164835,1.9116779934646907e-5,0.011973157250302038,0.1557460773182688,0.16299167993059122,1.152891881857655,1,40,34.76470588235294,40,40,0,0,0.07885491890263845,0.022560902436097444,0.6546661866474659,0,71,1312.8235294117646,1655,7333,2,15,2787.1764705882356,1406,24998,3,368,3095.6470588235293,4644,12254,0.10979212426507222,1.0994145542635,1.0384691409618354,1.1356950861485866,1.2981350012591626,0.002890103236791641,0.010000000000000002,0.05099659598056532,0.05251700680272108,0.31636377671287924,0.12,0.26,0.46941176470588236,0.58,0.88,0.12,0.16,0.4235294117647059,0.64,0.8,0.20165823070248992,0.9914022437743708,0.9462411741135641,0.9999483597119827,0.9999573387340642,1.9174759848571778e-4,7.669903939428711e-4,0.10619433174959016,0.011121360712171631,1.5748230263632002,CATSv2_val.csv
7.317099066321713e-4,0.014740846101487484,0.10698981157215588,0.2076068243440479,0.2891373387770837,1,2,392.6774193548386,41.5,10345,1.600320181720129e-9,3.7300979981625825e-4,0.16755972639212174,0.3684831332718186,0.9119978432371947,1.6303072524776177,1.751052006343846,39.730497426198475,101.38964364750464,140.43468594031364,-2.8868992095317787,-0.010386276612432304,0.24452648944072974,0.01095507968927492,5.09517060173329,-1.1928138219347781,0.20518324397852383,1.309670234706055,2.205553799686602,7.8993695950997385,-0.9645789629475664,0.4311905987546416,2.915578194872148,4.897266884082966,15.805063745519814,-0.049760000000000026,-0.04764999999999997,-0.024157419354838713,6.0000000000060005e-5,0.006940000000000057,-0.6996800000000001,0.003130000000000077,0.011886774193548359,0.019759999999999944,0.32996000000000003,0.002849002849002849,0.004032258064516129,0.08618469184450896,0.011494252873563218,1,0.3477198704018205,0.5921931374742129,0.8523112967383254,1.061682870924538,1.1550285830856843,1,1,12.516129032258064,34.5,40,8.000320012800512e-5,0.04916196647865914,0.29084647256858015,0.5199907996319852,0.6740669626785072,0,3,428.95161290322596,973.75,7202,2,5,5.693548387096774,7,9,2,21.75,187.30645161290323,285,627,0,1.1441930146726822,1.3392525103536812,1.8854037648640734,2.1038634162763783,1.633826749011533e-4,0.004328444987711833,0.08801405928556753,0.07472045108098806,0.33333333333333337,0.12,0.64,0.6448387096774194,0.72,0.88,0.12,0.645,0.6483870967741935,0.74,0.84,0.19994168174135762,0.3253327931010651,0.5256866191903894,0.7970103615349189,0.9340821440005518,0.006519418348514405,0.010402307217850189,0.7366757171629195,1.277326627312609,1.5951482718026861,cicids_0_val.csv
0.011986697803272885,0.030576471504353293,0.06511803868168843,0.08624459428537139,0.13639415734442903,1,1,1.896551724137931,2,4,1.0828995777452428e-6,1.5262816784440114e-4,0.001185345540193966,0.0011776453374609205,0.005825092741042291,1.6275471140265685,1.6333180692543816,1.6481974794134493,1.6451849353569812,1.7265440592793349,-0.3351906542661822,-0.08056072083738976,-0.00794560664902171,0.0706969865575207,0.17706275924764536,-1.4204660611105435,-0.45829767666575716,0.3764855442339803,0.7080798498721217,4.566652352958862,-3.768878566951469,-0.7240822995828671,0.03511992711727759,0.7057698688894534,4.027083220827851,-0.11443999999999999,-0.03080000000000005,-0.021309655172413785,0.0047800000000000065,0.040080000000000005,-0.06511999999999996,-0.01369999999999999,-0.002475862068965515,0.013599999999999945,0.07716,0.03571428571428571,0.09090909090909091,0.2589007552354826,0.3333333333333333,1,1.0818299677947143,1.146616841250978,1.1422950270217762,1.152430775505053,1.1549580590842063,1,2,2.310344827586207,3,6,0.8013520540821633,0.9406376255050202,0.9519732513438468,0.97187887515500615,0.9738789551582063,2,4,9.206896551724137,11,31,7,7,7.551724137931035,8,9,9,16,20.551724137931036,27,38,2.196889853556123,2.1970808688993575,2.1971193285406065,2.1971698377231768,2.197212419079116,3.821105682340815e-6,2.1434477299228724e-5,1.0482027713300433e-4,9.676781988077512e-5,6.135909115061157e-4,0.12,0.14,0.49310344827586206,0.82,0.88,0.12,0.16,0.3006896551724138,0.44,0.8,0.19807108032386989,0.20266084779892599,0.21846469190356965,0.21448340510342542,0.30483370183057956,1.3295778478999671,1.5330220498933136,1.5286383030727608,1.5671531224237714,1.5872866202647717,creditcard_val.csv
0.029688864202801486,0.036850144621139724,0.060469051740356904,0.07588798627248006,0.0991202501344306,2,3,5.888888888888889,9,12,0.01745933388845667,0.03676469775674561,0.06063378202874827,0.08279185914069091,0.10739280726162899,1.8323613622640587,2.157812182245276,2.468331875008321,2.879221539191488,3.015592080095427,-2.9475318320313564,-0.2749994413485267,0.5665744157139384,0.4212176857573628,7.641548696956383,-0.7694351908782056,-0.2335132840098284,0.02517762510441375,0.18742344871564143,1.3432637205264086,-0.9424983709227788,-0.7778745735142989,0.3920529453448773,1.0450677061293305,2.802542149036988,-0.512332990750257,-0.34249743062692706,-0.3127498001598721,-0.2651593011305241,-0.07245632065775953,-0.47970195272353544,-0.39722507708119215,-0.3358170606372045,-0.27029804727646456,-0.17600205549845838,0.004784688995215311,0.2,0.3412723728513202,0.5,0.6666666666666666,0.9620489625780207,0.9791943538685227,1.042090961549837,1.1003492529881826,1.157171960987951,1,2,2.6666666666666665,4,4,0.6810588537650989,0.739141608840915,0.8011936377395128,0.8668722693395015,0.877923413004369,5,8,17,25,29,9,10,10.666666666666666,11,14,18,37,100.11111111111111,126,260,1.7255644305260796,1.8625510337012448,1.8716767047810279,1.9311651311721052,1.9452250813142977,0.0027928782310736285,0.0059762579769716915,0.007776771329476795,0.010356570909964027,0.01316847408268956,0.16326530612244897,0.3673469387755102,0.5306122448979592,0.7755102040816326,0.8775510204081632,0.12244897959183673,0.14285714285714285,0.23356009070294784,0.2653061224489796,0.5102040816326531,0.24899151158837993,0.42018755868349483,0.4651913320679837,0.569181497673141,0.5894317551982199,0.4893398713355518,0.5123495831538379,0.7250615857406608,0.8528933180644727,1.1290098598839062,Daphnet_S05R01E1_val.csv
0,0.007992630678189396,0.04027376034110112,0.02754542303952949,0.13912810551268287,1,56,6300.8,13690,17679,8.552752614940803e-6,9.5172485732143e-6,0.5364354742383072,0.6878291415509508,1.6041293213778967,1.6301735498699843,1.6302746931806942,2300.9200963051767,5205.208225223555,5440.167877801756,-0.01744758063082112,0,-0.0034246374064927946,1.7541799969417068e-11,3.243935808153436e-4,-0.8725118617398149,-0.846727772403872,-0.3323632971612042,-0.34508808529769147,1.2109670095130687,-1.7991387327464157,-1.7490378452923245,-0.5739797562040738,0.0020931518572014918,1.3841861745337174,-0.74408,-0.45236,-0.240464,-0.003159999999999996,7.999999999999119e-4,0,8.000000000008001e-5,0.299444,0.5476399999999999,0.7437,1.2146240738491437e-4,2.1855534914217025e-4,0.400195068354355,1,1,1.8162231207479368e-4,0.015848328414620916,0.5368047094479028,1.1564594946387106,1.1565522935071142,2,4,25.2,40,40,0,4.000160006400256e-5,0.15207008280331213,0.006160246409856394,0.7483099323972959,0,0,126.6,313,315,1,1,2.2,2,5,338,631,5198.4,11309,12508,0,0,0.7774673363336736,1.0994145542635,2.0988965287815207,0.03111111111111111,0.07407407407407407,0.18770370370370373,0.33333333333333337,0.33333333333333337,0.12,0.12,0.192,0.2,0.4,0.16,0.2,0.34800000000000003,0.52,0.56,0.1973952425833407,0.19796415036612217,0.6589297093500276,0.9998410095751581,0.9998423528073828,1.9174759848571778e-4,1.9174759848571778e-4,0.6303510552619487,1.5748230263632002,1.5752065215601716,Exathlon_4_1_100000_61_val.csv
0.009407118272553576,0.04724898401228016,0.17831433803386992,0.06343714865343202,0.6596061233425662,20,89,273.44444444444446,460,857,8.913673567052821e-5,0.019121789351885604,0.24331778123583847,0.14645168937036204,0.9549704075432972,12.929438983882209,43.58605149074244,349.2235210478991,325.4335008112475,1923.0190079972413,-0.34078364170238507,-0.02096196809562836,3.2858244095067444,0.07540306103039568,29.99529467263707,-1.0536186134360328,-0.4327453301226851,0.41798002343854673,0.6753575598840587,4.562277607352568,-2.5030386338148087,-0.49292630570975415,-0.2762627360141941,0.22247843700422543,1.0949052031834114,-0.82324,-0.50844,-0.21703999999999996,0.05284,0.62216,-0.6570400000000001,-0.5172399999999999,-0.12309555555555554,0.5000800000000001,0.77308,1.2297097884899163e-4,2.872737719046251e-4,0.009032922669528523,0.012345679012345678,0.038461538461538464,0.06847304960139203,0.18884693388073168,0.30511608978995375,0.4421651045073953,0.6513269827394235,19,40,35.333333333333336,40,40,0.08956358254330173,0.11076443057722309,0.28126902853891933,0.3191327653106124,0.7902316092643705,32,719,1467.4444444444443,1373,6269,3,4,9.444444444444445,11,25,305,1110,2177.1111111111113,2431,5511,1.1632770966372845,1.233375294606114,1.323576048248196,1.430751569574394,1.481651473146223,0.0013850415512465374,0.02729810151049258,0.035349576025989406,0.041666666666666664,0.07407407407407407,0.38,0.38,0.5644444444444444,0.74,0.86,0.38,0.42,0.5844444444444444,0.76,0.88,0.7823871107737114,0.9259801047652331,0.9397116081593878,0.9882951396341517,0.9993039436653951,3.8349519697143555e-4,0.0038349519697143553,0.01938781273577813,0.023009711818286132,0.06883738785637268,GECCO_water_quality_val.csv
0.014063328108978757,0.13183475074730133,0.6103969158717759,0.2657548401558177,7.723831563925735,4,52.75,107.38888888888889,129.25,307,7.470602080244463e-4,0.18874987973947654,0.3446277191233638,0.4029141917621767,1.3485558248792093,1.8910607638720993,16.975388093650025,30.913376770053056,38.56425042606264,77.68904861535282,-0.019169824744456884,-0.0016469860471649781,0.018173468454463895,6.98078408694088e-7,0.36387677465976925,-0.9031940899116577,-0.2827439222019198,-0.06323959094711186,0.16278737466723714,0.8835331131631876,-1.8588384754047125,-0.15480076507773233,-0.07947598446728928,0.15833261554694833,0.7835332788866732,-0.2928100987925357,-0.02044456641053788,-0.009376143432125861,0.006517563117453384,0.25219538968166844,-0.09110867178924265,-0.013240944017563122,0.02910415904378581,0.04356476399560921,0.2527442371020856,0.009345794392523364,0.017476489028213166,0.11536733558825617,0.09933333333333333,0.7142857142857143,0.05152894124032852,0.22862761856758942,0.4106819682911275,0.5798895793742946,1.109823177997569,2,15.75,28.444444444444443,40,40,0.0021959923140269007,0.0030881141916003297,0.09174367889712384,0.15550370573702993,0.4221795223716717,5,232,330.5,388.5,776,2,2,2.7777777777777777,2.75,6,10,53.75,209.61111111111111,214,804,0,0.25764066197139984,0.5386768481106784,0.5983051436955842,1.7587190262979664,0.0028616024973985438,0.10744397418666057,0.17698633018563872,0.248635808467634,0.33333333333333337,0.1836734693877551,0.5357142857142857,0.5634920634920635,0.6122448979591837,0.7551020408163265,0.20408163265306123,0.5510204081632653,0.5861678004535147,0.6836734693877551,0.7551020408163265,0.3187971978004688,0.9001674194213436,0.8770151975574544,0.9821107936976092,0.999199622336021,0.015339807878857421,0.03106311095468628,0.14998923259327257,0.07056311624274414,1.006291396853047,Genesis_val.csv
0.05665843127776486,0.10965066298859868,23.61611085481052,7.920124889969966,221.43301192492316,111,219,4479.3125,6383.5,13768,0.10829671117645706,0.3381591975043774,0.823114618110492,1.3357131272516714,1.5791130733891892,14.39321075644299,102.31716223455983,1213.2465274806223,1752.0074393232426,4094.8385001977385,-1.5863026914608025e-4,-3.3617893259927007e-7,1.7752466212354653e-4,3.0410273331812127e-9,0.003182400060793474,-0.46600733638624786,-0.1865682464527917,0.17660900093254678,0.30769045823158603,1.3053134368625536,-0.6187482433618195,-0.02540009989716646,0.23787179582482948,0.44502845230906274,1.153963791403144,-0.8151600000000001,-0.014899999999999997,0.041712499999999986,0.11598000000000003,0.8680000000000001,-0.8102,-0.10206000000000001,-0.03504500000000005,0.024339999999999917,0.8222,1.015228426395939e-4,0.0023257771766277357,0.06082096092479676,0.055830039525691696,0.4819744869661675,0.0014351329495616418,0.014676634027900613,0.09593856543722086,0.12247954315219049,0.38320892748468943,20,40,37.625,40,40,0,1.2000480019200768e-4,0.009092863714548581,0.0028001120044801792,0.06340253610144406,295,348.75,5027.125,7996,8021,1,2,164.5625,8,1412,23,756.75,4635.5,8398.5,13768,0.12983977073950292,0.34419482020022174,0.7138650280831164,1.0697293882096761,1.125762576276746,0.009440104166666666,0.13589336407259228,0.17929115931299192,0.2829206069358559,0.33333333333333337,0.24,0.375,0.56875,0.74,0.88,0.3,0.41500000000000004,0.57625,0.7549999999999999,0.88,0.9507605392972872,0.9951942904914041,0.9923754137162054,0.9998799816380076,0.9999579366475626,1.9174759848571778e-4,6.231796950785829e-4,0.013614079492485963,0.00949150612504303,0.08187622455340149,GHL_41_Lev_corr_Temp_fault_seed_181_vars_23_val.csv
0.15382485020113842,0.1877709224879228,0.5326620836169305,0.6340333469602362,1.4875096589852244,2,11,76.3,88,600,0.31160958773674824,0.49007947322337,0.6782258498307279,0.9381669399665366,1.0986122261003448,1.4214663957681117,6.049511825016565,22.795665064810045,47.39042647370276,77.62067379741977,-1.0975689391491619,-0.8568496274719944,-0.1179592329060754,9.85011331288587e-18,3.672168825572726,-1.5567293310636297,-0.7460086992996804,-0.29268302740912977,0.0671089429036334,1.1017576378407,-1.381681989528699,-0.6606990135888304,-0.284743332121369,0.002309770169273362,0.9793061082112806,-0.28474999999999995,-0.003750000000000031,0.006137499999999997,0.00924999999999998,0.22750000000000004,-0.09950000000000003,-0.01200000000000001,0.01910000000000002,7.500000000000839e-4,0.2865,0.0029940119760479044,0.013541666666666667,0.4068101871797746,0.75,1,0.15782133645647398,0.21968943946824335,0.5334399259168662,0.6395110935563169,1.1943123225091417,1,7,17.85,40,40,0.004001000250062516,0.04513628407101775,0.5548387096774193,0.9253563390847712,1,2,18.75,167.6,280.25,759,2,2,15.6,12.25,76,2,16,147.15,353,601,0.6825002644199325,1.065623712669298,1.3738328464184135,1.6894764239078057,2.008912443592839,0.0030179568432171415,0.02368901642750673,0.033791537000685545,0.04010156458611107,0.07407407407407407,0.20408163265306123,0.23979591836734693,0.35918367346938773,0.413265306122449,0.7755102040816326,0.2857142857142857,0.3469387755102041,0.4673469387755102,0.5918367346938775,0.6938775510204082,4.4198963857584085e-5,0.8609646254081963,0.8136651091187033,0.9932937237141963,0.9988814347756352,0.012271846303085938,0.021475731030400392,0.3273515001348174,0.21015536794034667,2.0938837754640383,GutenTAG_0_val.csv
