FileName,RecommendedModel,RunTimeSeconds
CalIt2_traffic_test.csv,OmniAnomaly,7.185608148574829
CATSv2_test.csv,OFA,149.07591795921326
cicids_0_test.csv,PCA,23.098258018493652
cicids_1_test.csv,MCD,22.251185178756714
cicids_2_test.csv,OmniAnomaly,18.59966278076172
cicids_3_test.csv,OmniAnomaly,19.888339042663574
cicids_5_test.csv,OmniAnomaly,18.832849979400635
cicids_6_test.csv,NA,17.650096893310547
cicids_7_test.csv,MCD,20.071353912353516
creditcard_test.csv,KMeansAD,12.635088920593262
Daphnet_S01R01E1_test.csv,CNN,3.235460042953491
Daphnet_S02R01E0_test.csv,CNN,2.601760149002075
Daphnet_S02R02E0_test.csv,OmniAnomaly,3.246469020843506
Daphnet_S03R01E0_test.csv,PCA,3.1216890811920166
Daphnet_S03R01E1_test.csv,OmniAnomaly,3.2930870056152344
Daphnet_S03R02E0_test.csv,CNN,1.7085750102996826
Daphnet_S05R01E0_test.csv,OmniAnomaly,1.864825963973999
Daphnet_S05R01E1_test.csv,KMeansAD,1.5515270233154297
Daphnet_S05R01E2_test.csv,OmniAnomaly,1.493506908416748
Daphnet_S05R01E3_test.csv,OmniAnomaly,1.1726360321044922
Daphnet_S05R02E0_test.csv,PCA,3.094043016433716
Daphnet_S05R02E1_test.csv,OmniAnomaly,2.961954116821289
Daphnet_S06R01E0_test.csv,PCA,3.4989371299743652
Daphnet_S06R01E1_test.csv,OmniAnomaly,3.0528159141540527
Daphnet_S06R01E2_test.csv,PCA,2.7004928588867188
Daphnet_S07R01E0_test.csv,KMeansAD,3.5136728286743164
Daphnet_S07R02E0_test.csv,PCA,3.051905870437622
Daphnet_S08R01E0_test.csv,OmniAnomaly,1.501889944076538
Daphnet_S08R01E1_test.csv,PCA,1.3093998432159424
Daphnet_S08R01E2_test.csv,OmniAnomaly,1.708160161972046
Daphnet_S08R01E3_test.csv,PCA,1.819115161895752
Daphnet_S09R01E0_test.csv,OmniAnomaly,1.2680819034576416
Daphnet_S09R01E1_test.csv,OmniAnomaly,1.3426599502563477
Daphnet_S09R01E2_test.csv,OmniAnomaly,3.041766881942749
Daphnet_S09R01E3_test.csv,OmniAnomaly,3.1945109367370605
Daphnet_S09R01E4_test.csv,PCA,1.1952221393585205
Exathlon_1_2_100000_68_test.csv,KMeansAD,1.3326401710510254
Exathlon_1_4_1000000_80_test.csv,NA,4.425987958908081
Exathlon_1_5_1000000_86_test.csv,KMeansAD,1.104896068572998
Exathlon_10_2_1000000_67_test.csv,AutoEncoder,1.896435022354126
Exathlon_10_3_1000000_75_test.csv,OmniAnomaly,5.696774959564209
Exathlon_10_4_1000000_79_test.csv,NA,4.131907939910889
Exathlon_2_1_100000_60_test.csv,MCD,5.741075038909912
Exathlon_2_2_200000_69_test.csv,MCD,1.024043083190918
Exathlon_2_5_1000000_87_test.csv,KMeansAD,6.440043926239014
Exathlon_2_5_1000000_88_test.csv,MCD,1.044705867767334
Exathlon_3_2_1000000_71_test.csv,PCA,0.9801220893859863
Exathlon_3_2_500000_70_test.csv,MCD,1.0487229824066162
Exathlon_3_4_1000000_81_test.csv,OmniAnomaly,1.0548908710479736
Exathlon_3_5_1000000_89_test.csv,MCD,1.391848087310791
Exathlon_4_1_100000_61_test.csv,OFA,6.207794904708862
Exathlon_4_5_1000000_90_test.csv,MCD,1.0334229469299316
Exathlon_5_1_100000_63_test.csv,OFA,4.950136184692383
Exathlon_5_1_100000_64_test.csv,MCD,4.823740005493164
Exathlon_5_1_500000_62_test.csv,NA,4.6865339279174805
Exathlon_5_2_1000000_72_test.csv,KMeansAD,1.0148990154266357
Exathlon_5_4_1000000_82_test.csv,KMeansAD,1.1038589477539062
Exathlon_5_5_1000000_91_test.csv,NA,4.565792798995972
Exathlon_5_5_1000000_92_test.csv,OmniAnomaly,1.074646234512329
Exathlon_6_1_500000_65_test.csv,OmniAnomaly,5.898385047912598
Exathlon_6_3_200000_76_test.csv,OmniAnomaly,5.6855151653289795
Exathlon_6_5_1000000_93_test.csv,KMeansAD,1.0909910202026367
Exathlon_8_3_200000_73_test.csv,OFA,5.704702138900757
Exathlon_8_4_1000000_77_test.csv,NA,5.091601848602295
Exathlon_8_5_1000000_83_test.csv,MCD,1.3943641185760498
Exathlon_9_2_1000000_66_test.csv,AutoEncoder,1.4047698974609375
Exathlon_9_3_500000_74_test.csv,CNN,5.862617015838623
Exathlon_9_4_1000000_78_test.csv,NA,5.081952810287476
Exathlon_9_5_1000000_84_test.csv,KMeansAD,1.3628699779510498
GECCO_water_quality_test.csv,KMeansAD,3.2368438243865967
Genesis_test.csv,OFA,2.182271957397461
GHL_17_Lev_fault_Temp_corr_seed_57_vars_23_test.csv,OFA,4.722393989562988
GHL_18_Lev_fault_Temp_corr_seed_59_vars_23_test.csv,RobustPCA,4.814551830291748
GHL_19_Lev_fault_Temp_corr_seed_62_vars_23_test.csv,OFA,4.716257095336914
GHL_20_Lev_fault_Temp_corr_seed_67_vars_23_test.csv,OFA,4.728334903717041
GHL_21_Lev_fault_Temp_corr_seed_73_vars_23_test.csv,OFA,4.734911918640137
GHL_22_Lev_fault_Temp_corr_seed_777_vars_23_test.csv,RobustPCA,4.767502069473267
GHL_23_Lev_fault_Temp_corr_seed_79_vars_23_test.csv,AutoEncoder,4.775200843811035
GHL_24_Lev_fault_Temp_corr_seed_83_vars_23_test.csv,RobustPCA,4.787281036376953
GHL_41_Lev_corr_Temp_fault_seed_181_vars_23_test.csv,RobustPCA,4.893002986907959
GHL_43_Lev_corr_Temp_fault_seed_189_vars_23_test.csv,OFA,4.733946084976196
GHL_44_Lev_corr_Temp_fault_seed_190_vars_23_test.csv,OFA,4.730379819869995
GHL_45_Lev_corr_Temp_fault_seed_193_vars_23_test.csv,RobustPCA,4.741605997085571
GHL_46_Lev_corr_Temp_fault_seed_194_vars_23_test.csv,RobustPCA,4.7840659618377686
GHL_47_Lev_corr_Temp_fault_seed_197_vars_23_test.csv,RobustPCA,4.762582063674927
GHL_48_Lev_corr_Temp_fault_seed_199_vars_23_test.csv,RobustPCA,4.910595893859863
GutenTAG_0_test.csv,OFA,2.164320945739746
GutenTAG_1_test.csv,OFA,2.5514419078826904
GutenTAG_10_test.csv,OFA,2.348083972930908
GutenTAG_11_test.csv,OFA,2.2815699577331543
GutenTAG_12_test.csv,OFA,2.493093967437744
GutenTAG_13_test.csv,MCD,2.339337110519409
GutenTAG_14_test.csv,OFA,2.154057025909424
GutenTAG_15_test.csv,OFA,2.3036320209503174
GutenTAG_16_test.csv,OFA,2.1580941677093506
GutenTAG_17_test.csv,OmniAnomaly,2.4465839862823486
GutenTAG_18_test.csv,OFA,2.364694833755493
GutenTAG_19_test.csv,OFA,2.4059150218963623
GutenTAG_2_test.csv,OFA,2.5107059478759766
GutenTAG_20_test.csv,OFA,2.370258092880249
GutenTAG_21_test.csv,OFA,2.4744980335235596
GutenTAG_22_test.csv,OFA,2.3384289741516113
GutenTAG_23_test.csv,OFA,2.425567865371704
GutenTAG_24_test.csv,OFA,2.156179189682007
GutenTAG_25_test.csv,OFA,2.4836480617523193
GutenTAG_26_test.csv,OFA,2.165796995162964
GutenTAG_27_test.csv,OFA,2.3040120601654053
GutenTAG_28_test.csv,OFA,2.1686720848083496
GutenTAG_29_test.csv,OFA,2.1477949619293213
GutenTAG_3_test.csv,OFA,2.1869308948516846
GutenTAG_4_test.csv,OFA,2.3531229496002197
GutenTAG_5_test.csv,OFA,2.1695687770843506
GutenTAG_6_test.csv,MCD,2.1326088905334473
GutenTAG_7_test.csv,MCD,2.17399001121521
GutenTAG_8_test.csv,OFA,2.1490941047668457
GutenTAG_9_test.csv,OFA,2.229583978652954
Kitsune_active_wiretap_test.csv,KMeansAD,8331.015166044235
Kitsune_arp_mitm_test.csv,CNN,6554.223685979843
Kitsune_fuzzing_test.csv,MCD,3272.166438102722
Kitsune_os_scan_test.csv,CNN,166.53822803497314
Kitsune_ssdp_flood_test.csv,CNN,19198.435554027557
Kitsune_ssl_renegotiation_test.csv,CNN,203.70428800582886
Kitsune_syn_dos_test.csv,OmniAnomaly,1299.3499519824982
Kitsune_video_injection_test.csv,NA,3981.1086950302124
LTDB_14046_test.csv,OmniAnomaly,14.357441902160645
LTDB_14134_test.csv,OmniAnomaly,9.43140196800232
LTDB_14149_test.csv,OmniAnomaly,15.475526094436646
LTDB_14157_test.csv,OmniAnomaly,11.867617845535278
LTDB_14172_test.csv,OmniAnomaly,11.921190977096558
LTDB_14184_test.csv,OmniAnomaly,13.663296937942505
LTDB_15814_test.csv,OmniAnomaly,15.081131935119629
metro_traffic-volume_test.csv,OmniAnomaly,3.564466953277588
MITDB_100_test.csv,OmniAnomaly,2.809072971343994
